ecosystem,country,criterion_A1,criterion_A2b,criterion_A3,criterion_B1,criterion_B2,criterion_B3,criterion_C2a,criterion_C2b,criterion_D1,criterion_D2b,criterion_D3
Tropical Flooded & Swamp Forest,Colombia,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC
Tropical Flooded & Swamp Forest,Bolivia,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC
Tropical Flooded & Swamp Forest,Peru,LC,LC,LC,LC,LC,LC,LC,LC,VU,LC,VU
Tropical Flooded & Swamp Forest,Brazil,LC,LC,LC,LC,LC,LC,NT,LC,VU,LC,LC
Tropical Flooded & Swamp Forest,Colombia,LC,LC,LC,LC,LC,LC,DD,DD,VU,LC,VU
Tropical Flooded & Swamp Forest,Brazil,LC,VU,LC,LC,LC,LC,DD,LC,LC,LC,LC
Tropical Flooded & Swamp Forest,Bolivia,LC,LC,LC,LC,LC,LC,DD,NT,LC,LC,LC
Tropical Flooded & Swamp Forest,Brazil,LC,LC,LC,LC,LC,LC,DD,LC,VU,LC,VU
Tropical Flooded & Swamp Forest,French Guiana,LC,LC,LC,LC,LC,LC,DD,DD,VU,LC,LC
Tropical Flooded & Swamp Forest,Brazil,EN,LC,EN,LC,LC,LC,LC,LC,LC,VU,VU
Tropical Flooded & Swamp Forest,Brazil,DD,LC,EN,LC,LC,LC,DD,LC,VU,NT,VU
Tropical Flooded & Swamp Forest,Paraguay,EN,CR,EN,LC,VU,LC,DD,LC,VU,NT,LC
Tropical Flooded & Swamp Forest,Argentina,DD,CR,EN,LC,LC,LC,DD,VU,VU,LC,LC
Tropical Flooded & Swamp Forest,Paraguay,EN,CR,EN,VU,VU,LC,DD,NT,VU,VU,LC
Tropical Flooded & Swamp Forest,Brazil,VU,EN,VU,LC,LC,LC,DD,NT,LC,LC,LC
Tropical Flooded & Swamp Forest,Bolivia,LC,EN,VU,LC,LC,LC,DD,NT,LC,LC,LC
Tropical Flooded & Swamp Forest,Bolivia,LC,LC,VU,LC,LC,LC,DD,VU,LC,LC,LC
Tropical Flooded & Swamp Forest,Brazil,LC,LC,LC,LC,VU,LC,DD,NT,LC,LC,LC
Tropical Flooded & Swamp Forest,Brazil,DD,LC,DD,LC,NT,VU,DD,VU,DD,LC,DD
Tropical Flooded & Swamp Forest,Bolivia,VU,LC,VU,LC,LC,LC,DD,NT,LC,LC,LC
Tropical Flooded & Swamp Forest,Bolivia,EN,CR,CR,LC,LC,LC,DD,EN,LC,LC,LC
Tropical Flooded & Swamp Forest,Brazil,EN,EN,EN,LC,LC,LC,DD,EN,LC,LC,LC
Tropical Flooded & Swamp Forest,Paraguay,DD,LC,DD,LC,LC,LC,DD,CR,DD,VU,DD
Tropical Flooded & Swamp Forest,Bolivia,CR,LC,CR,LC,LC,LC,LC,LC,LC,LC,LC
Tropical Flooded & Swamp Forest,Brazil,VU,EN,VU,LC,EN,LC,LC,EN,LC,VU,LC
Tropical Flooded & Swamp Forest,Argentina,LC,EN,LC,LC,LC,LC,LC,EN,LC,VU,LC
Tropical Flooded & Swamp Forest,Paraguay,DD,EN,EN,LC,LC,LC,LC,VU,LC,NT,LC
Tropical Flooded & Swamp Forest,Paraguay,DD,EN,DD,LC,LC,LC,NT,VU,LC,NT,LC
Tropical Flooded & Swamp Forest,Argentina,LC,EN,LC,LC,LC,LC,LC,VU,LC,VU,LC
Tropical Flooded & Swamp Forest,Brazil,DD,LC,DD,LC,NT,LC,LC,VU,DD,LC,DD
Tropical Flooded & Swamp Forest,Bolivia,EN,LC,CR,LC,LC,LC,LC,LC,LC,LC,LC
Tropical Flooded & Swamp Forest,Paraguay,DD,NT,DD,LC,LC,LC,DD,VU,LC,NT,LC
Tropical Flooded & Swamp Forest,Brazil,EN,LC,EN,LC,NT,LC,DD,CR,LC,LC,LC
Tropical Flooded & Swamp Forest,Bolivia,EN,LC,CR,LC,LC,LC,DD,CR,DD,LC,DD
Tropical Flooded & Swamp Forest,Argentina,NT,NT,NT,LC,LC,LC,DD,EN,VU,VU,VU
Tropical Flooded & Swamp Forest,Argentina,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Tropical Flooded & Swamp Forest,Paraguay,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Warm Temperate Forest,Chile,EN,LC,EN,LC,LC,LC,DD,NE,LC,NE,VU
Warm Temperate Forest,Argentina,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Warm Temperate Forest,Chile,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Warm Temperate Forest,Argentina,EN,LC,EN,LC,LC,LC,DD,NE,LC,NE,LC
Warm Temperate Forest,Brazil,CR,LC,CR,LC,LC,LC,DD,NE,VU,NE,EN
Warm Temperate Forest,Uruguay,DD,NT,CR,LC,LC,LC,DD,NE,LC,NE,LC
Cool Temperate Forest,Chile,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Cool Temperate Forest,Argentina,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Cool Temperate Forest,Chile,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Cool Temperate Forest,Argentina,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Cool Temperate Forest,Argentina,LC,LC,LC,LC,LC,LC,DD,NE,LC,NE,LC
Cool Temperate Forest,Chile,LC,LC,LC,LC,LC,LC,DD,NE,LC,NE,LC
Cool Temperate Forest,Chile,LC,LC,LC,LC,LC,LC,DD,NE,LC,NE,LC
Cool Temperate Forest,Argentina,LC,LC,NT,LC,LC,LC,DD,NE,LC,NE,LC
Cool Temperate Forest,Chile,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Cool Temperate Forest,Argentina,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Temperate Flooded & Swamp Forest,Mexico,EN,LC,EN,LC,LC,LC,DD,NT,LC,NE,LC
Temperate Flooded & Swamp Forest,Brazil,EN,NT,CR,LC,LC,LC,DD,LC,VU,NE,VU
Temperate Flooded & Swamp Forest,Paraguay,DD,NT,DD,LC,NT,VU,DD,DD,DD,NE,DD
Temperate Flooded & Swamp Forest,Uruguay,VU,DD,EN,LC,LC,LC,DD,LC,LC,NE,LC
Temperate Flooded & Swamp Forest,Argentina,DD,NT,EN,LC,LC,LC,DD,VU,VU,NE,VU
Temperate Flooded & Swamp Forest,Argentina,LC,DD,LC,EN,DD,DD,DD,LC,LC,NE,LC
Temperate Flooded & Swamp Forest,Chile,EN,NT,EN,LC,LC,LC,DD,LC,LC,NE,VU
Temperate Flooded & Swamp Forest,Chile,LC,LC,LC,LC,LC,LC,DD,LC,LC,NE,LC
Temperate Flooded & Swamp Forest,Argentina,EN,VU,EN,LC,LC,LC,DD,VU,LC,NE,LC
Temperate Flooded & Swamp Forest,Argentina,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Temperate Flooded & Swamp Forest,Chile,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Tropical Dry Forest & Woodland,Bolivia,EN,NT,EN,LC,LC,LC,DD,NE,LC,NT,LC
Tropical Dry Forest & Woodland,Paraguay,DD,CR,DD,VU,EN,LC,DD,NE,VU,VU,LC
Tropical Dry Forest & Woodland,Brazil,EN,NT,EN,LC,LC,LC,DD,NE,LC,LC,LC
Tropical Lowland Humid Forest,Belize,LC,LC,LC,EN,LC,LC,DD,NE,VU,LC,LC
Tropical Lowland Humid Forest,Nicaragua,NT,CR,NT,LC,LC,LC,DD,NE,VU,VU,VU
Tropical Lowland Humid Forest,Guatemala,VU,CR,EN,LC,LC,LC,DD,NE,VU,VU,LC
Tropical Lowland Humid Forest,El Salvador,EN,NT,EN,LC,LC,LC,DD,NE,LC,EN,LC
Tropical Lowland Humid Forest,Costa Rica,VU,VU,EN,LC,LC,LC,DD,NE,VU,VU,VU
Tropical Lowland Humid Forest,Mexico,LC,VU,LC,LC,LC,LC,DD,NE,LC,LC,LC
Tropical Lowland Humid Forest,Colombia,VU,LC,VU,EN,VU,LC,DD,DD,VU,LC,VU
Tropical Lowland Humid Forest,Panama,LC,VU,LC,LC,LC,LC,DD,DD,VU,NT,LC
Tropical Lowland Humid Forest,Honduras,LC,EN,LC,LC,LC,LC,DD,NE,LC,VU,LC
